lap,pace,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,height,weight
6.0,300.0,186.0,188.0,173.0,248.0,50.2,49.8,1.12,11.6,10.1,13.0,310.0,178.0,173.0,48.0
7.0,292.0,186.0,189.0,175.0,240.0,50.0,50.0,1.21,11.4,9.2,14.0,267.0,178.0,173.0,48.0
8.0,321.0,182.0,185.0,172.0,251.0,50.4,49.6,1.09,11.6,10.4,14.0,304.0,176.0,173.0,48.0
9.0,327.0,182.0,185.0,173.0,253.0,50.3,49.7,1.07,11.4,10.4,14.0,317.0,174.0,173.0,48.0
10.0,331.0,180.0,183.0,172.0,252.0,50.4,49.6,1.05,11.6,10.9,14.0,332.0,176.0,173.0,48.0
11.0,339.0,175.0,179.0,172.0,250.0,50.0,50.0,1.01,11.7,11.4,14.0,327.0,174.0,173.0,48.0
12.0,307.0,181.0,186.0,172.0,238.0,50.2,49.8,1.15,11.9,10.2,14.0,294.0,174.0,173.0,48.0
13.0,331.0,183.0,188.0,171.0,250.0,50.2,49.8,1.08,11.8,10.6,15.0,314.0,173.0,173.0,48.0
14.0,320.0,183.0,186.0,171.0,244.0,50.2,49.8,1.1,12.0,10.7,14.0,324.0,173.0,173.0,48.0
15.0,312.0,184.0,186.0,173.0,248.0,50.3,49.7,1.09,11.5,10.4,13.0,321.0,177.0,173.0,48.0
