lap,pace,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,height,weight
6.0,308.0,165.0,167.0,165.0,241.0,51.3,48.7,1.17,9.0,7.5,10.0,301.0,167.0,172.0,48.0
7.0,311.0,167.0,169.0,165.0,243.0,51.5,48.5,1.2,8.8,7.1,10.0,293.0,166.0,172.0,48.0
8.0,304.0,166.0,169.0,166.0,240.0,51.7,48.3,1.17,9.0,7.4,10.0,308.0,167.0,172.0,48.0
9.0,317.0,164.0,168.0,165.0,242.0,52.1,47.9,1.16,8.9,7.4,10.0,306.0,167.0,172.0,48.0
10.0,292.0,165.0,169.0,167.0,234.0,52.2,47.8,1.19,8.9,7.2,10.0,300.0,169.0,172.0,48.0
11.0,289.0,167.0,169.0,167.0,230.0,50.9,49.1,1.25,8.8,6.9,9.0,290.0,168.0,172.0,48.0
12.0,291.0,169.0,171.0,167.0,228.0,50.9,49.1,1.28,8.8,6.6,10.0,279.0,169.0,172.0,48.0
13.0,298.0,168.0,171.0,166.0,234.0,51.5,48.5,1.23,8.8,6.9,9.0,282.0,168.0,172.0,48.0
14.0,272.0,170.0,172.0,168.0,224.0,50.8,49.2,1.3,8.6,6.5,10.0,263.0,170.0,172.0,48.0
15.0,257.0,166.0,171.0,168.0,218.0,49.8,50.2,1.35,8.7,6.2,8.0,261.0,169.0,172.0,48.0
1.0,208.0,102.0,128.0,155.0,184.0,46.9,53.1,1.66,12.9,8.6,5.0,220.0,157.0,172.0,48.0
2.0,232.0,138.0,141.0,154.0,186.0,47.5,52.5,1.75,13.2,7.3,9.0,220.0,155.0,172.0,48.0
3.0,246.0,140.0,141.0,153.0,197.0,49.1,50.9,1.7,13.1,7.4,12.0,226.0,156.0,172.0,48.0
4.0,256.0,146.0,153.0,154.0,204.0,49.2,50.8,1.5,12.9,8.3,12.0,252.0,155.0,172.0,48.0
5.0,252.0,151.0,152.0,155.0,204.0,49.3,50.7,1.49,12.7,8.3,10.0,250.0,162.0,172.0,48.0
6.0,254.0,154.0,157.0,154.0,201.0,49.8,50.2,1.53,12.7,8.1,13.0,243.0,156.0,172.0,48.0
7.0,256.0,158.0,160.0,155.0,201.0,49.8,50.2,1.54,12.7,7.9,12.0,241.0,156.0,172.0,48.0
8.0,270.0,158.0,161.0,154.0,210.0,49.6,50.4,1.46,12.6,8.4,14.0,258.0,156.0,172.0,48.0
9.0,250.0,163.0,166.0,153.0,199.0,49.5,50.5,1.54,12.9,8.1,11.0,256.0,155.0,172.0,48.0
10.0,253.0,165.0,169.0,154.0,208.0,49.3,50.7,1.54,12.5,7.9,13.0,244.0,156.0,172.0,48.0
11.0,269.0,167.0,171.0,156.0,215.0,50.0,50.0,1.45,12.2,8.1,11.0,261.0,159.0,172.0,48.0
12.0,274.0,165.0,171.0,156.0,212.0,49.9,50.1,1.42,12.3,8.3,11.0,263.0,158.0,172.0,48.0
13.0,270.0,173.0,174.0,155.0,213.0,49.8,50.2,1.43,12.5,8.4,12.0,258.0,158.0,172.0,48.0
14.0,277.0,174.0,175.0,154.0,214.0,49.8,50.2,1.43,12.7,8.6,13.0,265.0,155.0,172.0,48.0
15.0,274.0,175.0,176.0,153.0,211.0,49.5,50.5,1.42,12.8,8.8,12.0,273.0,154.0,172.0,48.0
